0,0.041667,0.10833,0,0,0.13333,0,0,0.19167,0.0083333,0,0,0.1,0.1,0.14167,0.1,35,34,30,12,18,16,24,53,28,13,1,5,5,0.53937,0,AiinI
0,0.029412,0.065359,0,0.022876,0.071895,0.03268,0,0.10458,0,0,0,0.03268,0.058824,0.071895,0.071895,49,49,52,22,29,39,32,72,44,20,1,5,8,0.53259,0,AiinI
0,0.065476,0.059524,0,0.077381,0.089286,0.011905,0,0.125,0,0,0,0.095238,0.071429,0.13095,0.077381,50,38,34,13,21,30,21,63,28,18,1,4,7,0.54982,0,AiinI
0,0.026786,0.11161,0,0.035714,0.075893,0.017857,0,0.10268,0,0,0,0.071429,0.066964,0.09375,0.075893,47,38,50,17,31,29,23,69,34,20,1,5,7,0.52684,0,AiinI
0.0625,0.073864,0.056818,0,0.056818,0.073864,0,0,0.13068,0.011364,0,0,0.13636,0.11364,0.068182,0.085227,68,48,22,15,34,23,25,71,39,26,1,6,9,0.52868,0,AiinI
0,0.16429,0,0,0.042857,0.11429,0,0,0.13571,0,0,0,0.05,0.071429,0.10714,0.092857,32,49,15,13,23,22,19,45,29,7,1,5,8,0.53868,0,AiinI
0.075556,0.093333,0.0044444,0,0.062222,0.075556,0.013333,0,0.057778,0.075556,0.0044444,0,0.053333,0.08,0.084444,0.062222,56,73,24,14,39,34,31,63,49,32,1,4,8,0.52914,0,AiinI
0,0.087912,0.032967,0,0.065934,0.1044,0.021978,0,0.12088,0,0,0,0.076923,0.082418,0.082418,0.093407,48,50,25,17,22,35,22,61,36,18,1,5,8,0.5493,0,AiinI
0.058824,0.088235,0.023529,0,0.12941,0.076471,0.11176,0.017647,0.0058824,0.12353,0,0,0.035294,0.1,0.064706,0.058824,39,66,34,13,29,57,22,44,33,46,1,6,10,0.5384,0,AiinI
0.068182,0.05,0,0,0.063636,0.090909,0.05,0.0045455,0.14091,0,0,0,0.063636,0.05,0.081818,0.05,74,42,29,12,26,46,31,54,46,25,1,6,9,0.53485,0,AiinI
0.05,0.023077,0,0,0.065385,0.023077,0,0,0.067308,0,0,0,0.05,0.042308,0.046154,0.042308,121,46,24,22,38,46,35,94,60,26,1,5,8,0.52842,0,AiinI
0,0.072464,0.021739,0,0.021739,0.074879,0.0072464,0,0.065217,0,0,0,0.070048,0.045894,0.062802,0.041063,65,80,38,17,39,43,27,91,48,32,1,5,8,0.52466,0,AiinI
0.0029412,0.079412,0.014706,0,0.061765,0.058824,0.014706,0,0.082353,0,0,0.0058824,0.11765,0.05,0.058824,0.058824,90,64,30,22,33,46,30,97,41,45,1,5,9,0.54437,0,AiinI
0,0.11312,0.0090498,0,0.040724,0.085973,0.0045249,0,0.11312,0,0,0,0.013575,0.067873,0.058824,0.099548,37,59,16,22,27,29,25,53,41,4,1,4,7,0.50642,0,AiinI
0,0.055024,0.055024,0,0.0311,0.052632,0.028708,0,0.0311,0.050239,0,0,0.098086,0.052632,0.055024,0.052632,67,88,58,22,46,47,34,108,44,74,1,5,9,0.52185,0,AiinI
0,0.083333,0.044118,0,0,0.063725,0.078431,0,0.10294,0.02451,0,0,0.088235,0.068627,0.093137,0.073529,39,49,44,15,26,29,26,66,28,39,1,5,9,0.5399,0,AiinI
0.044737,0.057895,0,0,0.052632,0.015789,0,0,0.078947,0,0,0,0.026316,0.065789,0.052632,0.063158,77,53,20,24,39,26,30,79,47,10,1,3,8,0.52651,0,AiinI
0,0,0.076923,0.1049,0,0,0.1049,0.017483,0.027972,0.052448,0.045455,0,0.1014,0.045455,0.055944,0.013986,37,28,81,39,52,35,36,62,17,104,1,5,9,0.52155,0,AiinI
0.011111,0.088889,0.0037037,0,0.096296,0.037037,0,0,0.1,0.02963,0,0,0.14444,0.088889,0.066667,0.07037,95,66,19,19,28,36,35,100,32,47,1,5,9,0.51732,0,AiinI
0,0.075163,0.035948,0,0.01634,0.094771,0.029412,0,0.075163,0,0,0,0.094771,0.071895,0.062092,0.068627,57,74,39,21,34,43,23,91,50,38,1,5,7,0.50754,0,AiinI
0.10819,0.0087719,0,0,0.073099,0.023392,0,0,0.055556,0,0,0,0.02924,0.05848,0.090643,0.073099,91,31,31,25,40,33,19,86,70,10,1,7,9,0.51675,0,AiinI
0.13704,0.018519,0,0,0.096296,0.037037,0,0,0.059259,0.014815,0,0,0,0.051852,0.055556,0.081481,79,33,15,22,42,36,20,51,69,4,1,4,9,0.52369,0,AiinI
0,0.078125,0.0375,0,0,0.084375,0,0,0.05,0.053125,0,0,0.11563,0.06875,0.05,0.053125,53,91,28,17,37,27,33,92,44,54,1,5,9,0.53998,0,AiinI
0,0.10714,0,0,0,0.09375,0,0,0.03125,0.09375,0,0,0.125,0.075893,0.0625,0.0625,35,83,14,14,24,21,28,73,35,49,1,5,9,0.52425,0,AiinI
0,0.085185,0.081481,0,0.033333,0.074074,0,0,0.088889,0,0,0,0.037037,0.07037,0.081481,0.07037,43,62,44,19,45,29,24,70,39,10,1,5,8,0.52897,0,AiinI
0,0.0089286,0.10714,0.16964,0,0.080357,0.0625,0,0.035714,0.10714,0.053571,0,0.14286,0.071429,0.071429,0.11607,20,30,33,32,32,16,22,45,28,54,1,3,8,0.55138,0,AiinI
0,0.071429,0.066964,0,0,0.098214,0,0,0.0625,0.026786,0,0,0.15625,0.071429,0.0625,0.058036,49,60,29,13,31,22,20,78,35,41,1,5,8,0.52207,0,AiinI
0,0,0.066667,0.11667,0,0.0083333,0.091667,0,0.041667,0.083333,0,0,0.095833,0.066667,0.066667,0.0375,33,38,54,37,44,24,30,64,11,93,1,5,8,0.52441,0,AiinI
0.12917,0.033333,0,0,0.0875,0.0125,0,0,0.079167,0,0,0,0.05,0.083333,0.0875,0.075,83,31,21,18,39,24,19,71,52,12,1,5,9,0.53105,0,AiinI
0,0.12857,0,0,0.014286,0.15714,0.021429,0,0.14286,0,0,0,0.13571,0.085714,0.071429,0.12143,41,52,13,17,18,27,20,58,39,22,1,5,7,0.52798,0,AiinI
0.098246,0.052632,0,0,0.059649,0.049123,0,0,0.084211,0,0,0,0.063158,0.070175,0.059649,0.073684,87,49,17,21,43,31,24,76,63,18,1,5,9,0.51385,0,AiinI
0.0084175,0.082492,0,0,0.057239,0.003367,0,0,0.058923,0,0,0,0.035354,0.038721,0.052189,0.042088,95,74,31,25,54,36,35,100,32,21,1,5,9,0.53079,0,AiinI
0,0.022222,0.047222,0.044444,0,0.052778,0.072222,0.044444,0.066667,0.025,0,0,0.097222,0.072222,0.052778,0.027778,59,62,62,42,41,61,33,90,29,86,1,5,9,0.51614,0,AiinI
0.097222,0.0034722,0,0,0.097222,0.059028,0,0,0.059028,0,0,0,0.027778,0.065972,0.086806,0.0625,81,37,25,18,29,45,17,70,63,8,1,5,8,0.51454,0,AiinI
0,0,0.065,0.056667,0.0066667,0.041667,0.046667,0,0.068333,0,0,0,0.05,0.051667,0.041667,0.035,75,56,92,55,73,57,41,107,46,92,1,6,8,0.51932,0,AiinI
0.054299,0.058824,0,0,0.099548,0.040724,0,0,0.13575,0,0,0,0.022624,0.063348,0.058824,0.090498,69,36,13,20,25,31,30,52,41,5,1,3,8,0.52592,0,AiinI
0.16078,0.0039216,0,0,0.082353,0.043137,0,0,0.070588,0.0078431,0,0,0,0.078431,0.066667,0.082353,80,34,17,21,42,32,20,58,73,2,1,4,7,0.53213,0,AiinI
0,0,0.047619,0.034286,0,0.041905,0.060952,0.038095,0.064762,0.007619,0,0,0.062857,0.057143,0.04,0.019048,67,56,78,48,43,74,38,94,32,87,1,5,8,0.5186,0,AiinI
0.0375,0.066667,0,0,0.016667,0.11667,0.020833,0,0.091667,0.0083333,0,0,0.0875,0.075,0.075,0.075,56,64,23,18,25,37,24,75,55,28,1,4,9,0.51304,0,AiinI
0.032164,0.038012,0,0,0.04386,0.061404,0,0,0.076023,0,0,0,0.081871,0.052632,0.067251,0.064327,80,52,23,22,24,36,26,91,54,28,1,4,9,0.52441,0,AiinI
0.11058,0.019231,0,0,0.091346,0.033654,0,0,0.125,0,0,0,0.076923,0.081731,0.0625,0.067308,84,28,13,14,27,26,26,60,44,16,1,5,8,0.52666,0,AiinI
0,0.0075758,0.083333,0.14394,0,0.090909,0.090909,0,0.12121,0.05303,0,0,0.075758,0.083333,0.098485,0,26,31,36,19,31,24,23,34,12,48,1,3,8,0.52462,0,AiinI
0,0.125,0.015625,0,0.0625,0.10417,0.010417,0,0.10938,0,0,0,0.057292,0.067708,0.083333,0.078125,44,57,21,15,27,34,21,55,35,13,1,4,8,0.53078,0,AiinI
0,0.066667,0.063636,0,0.0090909,0.090909,0,0,0.075758,0,0,0,0.081818,0.084848,0.045455,0.060606,55,80,36,20,43,33,25,90,50,27,1,5,9,0.53841,0,AiinI
0,0.0625,0.036458,0,0.036458,0.0625,0.033854,0,0.078125,0,0,0,0.059896,0.070313,0.041667,0.057292,67,75,43,22,38,51,30,88,46,36,1,5,9,0.51265,0,AiinI
0.0625,0.036184,0,0,0.059211,0.072368,0.0065789,0,0.092105,0,0,0,0.059211,0.059211,0.078947,0.0625,83,51,26,19,30,42,28,79,60,20,1,4,8,0.54402,0,AiinI
0,0.050802,0.064171,0.080214,0.024064,0.080214,0.032086,0,0.090909,0,0,0,0.013369,0.05615,0.050802,0.042781,48,70,55,46,73,51,34,61,46,47,1,6,8,0.52668,0,AiinI
0.098901,0.027473,0,0,0.098901,0.016484,0,0,0.13187,0,0,0,0.071429,0.098901,0.10989,0.093407,73,26,20,17,23,21,24,68,38,13,1,5,7,0.53167,0,AiinI
0.10256,0.059829,0,0,0.051282,0.11966,0.017094,0,0.18803,0,0,0,0.034188,0.10256,0.13675,0.10256,44,33,18,12,19,22,22,44,38,6,1,5,9,0.50851,0,AiinI
0.13889,0.15278,0.041667,0,0.13889,0.11111,0.041667,0,0.26389,0,0,0,0.16667,0.16667,0.13889,0.097222,51,31,16,7,24,21,19,41,25,15,1,5,8,0.53935,0,AiinI
0.125,0.029167,0,0,0.10417,0.05,0,0,0.0625,0,0,0,0.0375,0.1,0.1125,0.079167,79,43,27,19,37,37,15,79,61,9,1,6,8,0.53316,0,AiinI
0,0.14615,0.023077,0,0.046154,0.14615,0.023077,0,0.17692,0,0,0,0.084615,0.14615,0.076923,0.092308,40,57,16,12,22,28,23,52,31,14,1,5,8,0.56839,0,AiinI
0,0.061905,0.059524,0,0.042857,0.066667,0.002381,0,0.07619,0,0,0,0.047619,0.059524,0.057143,0.05,70,79,50,21,51,47,32,90,49,21,1,5,7,0.53111,0,AiinI
0.019481,0.069264,0,0,0.028139,0.075758,0.015152,0,0.0671,0,0,0,0.051948,0.047619,0.056277,0.045455,77,89,33,21,41,55,31,93,65,31,1,5,8,0.51609,0,AiinI
0,0.13131,0.14141,0.030303,0,0.16162,0.080808,0,0.17172,0.050505,0,0,0.060606,0.090909,0.16162,0.13131,23,43,38,16,30,24,22,44,29,22,1,7,8,0.54956,0,AiinI
0,0.10131,0.026144,0,0.01634,0.098039,0.013072,0,0.094771,0,0,0,0.055556,0.058824,0.058824,0.088235,51,79,30,27,39,39,29,80,57,21,1,5,8,0.53479,0,AiinI
0.048889,0.048889,0,0,0.048889,0.093333,0,0,0.10667,0,0,0,0.11111,0.08,0.084444,0.084444,71,50,19,19,22,32,24,81,51,25,1,5,10,0.51392,0,AiinI
0.12092,0.019608,0,0,0.091503,0.019608,0,0,0.068627,0,0,0,0.01634,0.071895,0.058824,0.088235,91,34,18,27,43,34,21,72,70,5,1,4,9,0.56113,0,AiinI
0.11667,0.066667,0,0,0.11111,0.055556,0.016667,0,0.038889,0.05,0,0,0.027778,0.077778,0.1,0.077778,53,45,21,14,33,33,16,51,45,17,1,6,9,0.51384,0,AiinI
0.0079365,0.11111,0.063492,0,0,0.1746,0.055556,0,0.15873,0.02381,0,0,0.11111,0.10317,0.10317,0.079365,35,52,28,10,23,29,23,50,33,24,1,5,9,0.54466,0,AiinI
0,0.085714,0.033333,0,0.033333,0.080952,0,0,0.047619,0.028571,0,0.019048,0.13333,0.1,0.07619,0.071429,45,62,23,19,25,24,20,80,32,34,1,6,7,0.50463,0,AiinI
0,0.096154,0.11058,0.0048077,0.024038,0.12981,0,0,0.125,0,0,0,0.057692,0.081731,0.086538,0.072115,43,64,41,16,44,32,26,62,42,13,1,5,8,0.53906,0,AiinI
0.057692,0.096154,0,0,0.15385,0.057692,0,0,0.038462,0.10256,0,0,0.1859,0.10897,0.076923,0.083333,68,57,12,13,24,33,22,71,31,45,1,6,10,0.54445,0,AiinI
0,0,0.1625,0.075,0,0.1125,0.1625,0.1,0.2375,0.0125,0,0,0.125,0.15,0.15,0.125,29,22,38,24,19,30,20,44,19,30,1,5,7,0.54484,0,AiinI
0.095975,0.0092879,0,0,0.065015,0.052632,0,0,0.065015,0,0,0,0.03096,0.074303,0.052632,0.06192,83,44,17,20,34,38,21,71,68,10,1,5,9,0.51649,0,AiinI
0.11111,0.045139,0,0,0.090278,0.020833,0,0,0.0625,0,0,0,0.024306,0.065972,0.065972,0.079861,83,38,19,23,45,32,18,68,61,7,1,4,9,0.50884,0,AiinI
0.084821,0.040179,0,0,0.089286,0.017857,0,0,0.12054,0,0,0,0.066964,0.075893,0.066964,0.11161,81,30,15,25,28,24,27,72,48,15,1,7,9,0.51151,0,AiinI
0.013986,0.090909,0.041958,0,0.055944,0.062937,0,0,0.083916,0.055944,0,0,0.13287,0.097902,0.097902,0.090909,41,44,20,13,21,17,20,60,24,27,1,5,9,0.52104,0,AiinI
0.13095,0.011905,0,0,0.09127,0.047619,0,0,0.083333,0,0,0,0.015873,0.059524,0.06746,0.059524,81,30,17,15,36,35,21,51,60,4,1,4,9,0.5001,0,AiinI
0.063492,0.063492,0,0,0.035714,0.087302,0,0,0.10714,0,0,0,0.083333,0.075397,0.071429,0.055556,73,57,18,14,32,31,27,72,52,21,1,5,10,0.53611,0,AiinI
0.064286,0.12143,0,0,0.085714,0.085714,0.021429,0,0.16429,0,0,0,0.057143,0.071429,0.12857,0.1,52,39,21,14,26,27,23,50,35,11,1,5,8,0.51497,0,AiinI
0,0.11616,0.055556,0,0.020202,0.10606,0.045455,0,0.12121,0,0,0,0.11111,0.075758,0.075758,0.075758,50,59,35,15,34,34,24,67,36,31,1,5,9,0.52813,0,AiinI
0.051948,0.11039,0,0,0.12338,0.064935,0,0,0.14935,0,0,0,0.090909,0.11039,0.097403,0.090909,64,44,15,14,25,29,23,60,32,14,1,5,8,0.54375,0,AiinI
0.12692,0.038462,0,0,0.042308,0.11154,0.038462,0,0.076923,0,0,0,0.05,0.065385,0.076923,0.061538,77,56,30,16,43,50,20,66,78,23,1,5,9,0.53721,0,AiinI
0,0.080808,0.055556,0,0.020202,0.13131,0.060606,0.0050505,0.13636,0,0,0,0.075758,0.10101,0.060606,0.065657,46,62,35,14,27,43,27,60,39,27,1,4,7,0.52651,0,AiinI
0.10556,0.061111,0,0,0.10556,0.044444,0,0,0.088889,0,0,0.033333,0.061111,0.094444,0.072222,0.05,65,36,13,15,30,27,22,50,36,11,1,5,8,0.51549,0,AiinI
0,0.094737,0.13158,0,0.031579,0.12632,0.042105,0,0.15789,0,0,0,0.052632,0.073684,0.078947,0.052632,46,56,48,10,43,38,30,49,34,18,1,5,8,0.54497,0,AiinI
0.055024,0.045455,0,0,0.076555,0.023923,0,0,0.08134,0,0,0,0.043062,0.047847,0.062201,0.052632,107,49,26,22,42,42,34,86,55,18,1,5,8,0.53012,0,AiinI
0.066667,0.095238,0,0,0.14286,0.080952,0.014286,0,0,0.080952,0,0.0047619,0,0.10476,0.095238,0.10476,44,76,23,23,34,50,18,64,53,20,1,5,9,0.53106,0,AiinI
0,0.077562,0.0055402,0,0.038781,0.072022,0.036011,0,0.088643,0,0,0,0.030471,0.063712,0.052632,0.074792,57,77,34,27,30,53,32,80,53,24,1,4,8,0.51247,0,AiinI
0,0.11275,0,0,0.044118,0.083333,0,0,0.12255,0,0,0,0.063725,0.088235,0.088235,0.068627,47,58,18,14,23,26,25,63,31,13,1,4,8,0.51578,0,AiinI
0,0.020833,0.097222,0.048611,0,0.069444,0.069444,0,0.048611,0.11111,0.013889,0,0.13194,0.13889,0.090278,0.090278,26,49,39,20,24,20,25,65,25,52,1,6,9,0.52702,0,AiinI
0,0,0.048611,0.086806,0,0.020833,0.09375,0.0625,0.048611,0.0625,0,0,0.13889,0.069444,0.045139,0,54,44,54,43,39,51,32,73,6,110,1,5,8,0.54019,0,AiinI
0.098214,0,0,0,0.084821,0.017857,0,0,0.098214,0,0,0,0.12946,0.089286,0.066964,0.071429,92,24,15,16,22,23,22,80,42,29,1,5,10,0.53044,0,AiinI
0.019608,0.11275,0.004902,0,0.039216,0.098039,0,0,0.13725,0,0,0,0.014706,0.063725,0.058824,0.083333,43,56,13,17,28,28,28,45,41,3,1,4,8,0.53406,0,AiinI
0,0.026316,0.097368,0,0.0026316,0.060526,0.060526,0,0.097368,0,0,0,0.063158,0.060526,0.05,0.052632,62,56,79,20,47,47,37,86,43,47,1,5,8,0.52531,0,AiinI
0.062937,0.16084,0,0,0.11189,0.041958,0,0,0.11888,0,0,0,0.062937,0.1049,0.11189,0.083916,51,44,16,12,32,22,17,52,27,9,1,5,8,0.54911,0,AiinI
0.062745,0.062745,0,0,0.07451,0,0,0,0.1098,0,0,0,0.058824,0.062745,0.058824,0.082353,78,32,15,21,32,19,28,67,37,15,1,4,8,0.52782,0,AiinI
0,0.11667,0,0,0.061111,0.10556,0,0,0.11667,0,0,0,0.066667,0.094444,0.1,0.10556,44,57,18,19,21,30,21,66,38,12,1,7,7,0.5331,0,AiinI
0.046154,0.082051,0,0,0.035897,0.05641,0,0,0.087179,0.046154,0,0,0.15385,0.092308,0.071795,0.071795,63,54,14,14,25,18,26,76,34,39,1,6,8,0.54135,0,AiinI
0,0.070588,0.064706,0,0.0058824,0.088235,0.082353,0,0.15294,0,0,0,0.058824,0.082353,0.076471,0.052941,37,41,38,9,23,30,26,46,24,24,1,4,8,0.52658,0,AiinI
0.044643,0.080357,0,0,0.058036,0.013393,0,0,0.071429,0.044643,0,0,0.15179,0.089286,0.0625,0.066964,73,51,14,15,28,16,26,83,28,44,1,6,9,0.52779,0,AiinI
0,0.077381,0.089286,0,0,0.10714,0,0,0.089286,0.047619,0,0,0.11905,0.095238,0.11905,0.125,35,55,35,21,28,18,23,77,39,28,1,9,9,0.53579,0,AiinI
0.027972,0.11888,0,0,0.055944,0.048951,0,0,0.11888,0.020979,0,0,0.13986,0.14685,0.11189,0.11189,49,48,16,16,21,15,20,73,27,23,1,7,8,0.53606,0,AiinI
0.044737,0.065789,0,0,0.042105,0.023684,0,0,0.094737,0,0,0,0.039474,0.052632,0.065789,0.065789,84,54,25,25,42,25,36,85,51,15,1,5,8,0.50187,0,AiinI
0,0,0.11243,0.053254,0.011834,0.076923,0.11834,0.076923,0.13609,0,0,0,0.065089,0.076923,0.076923,0,36,26,52,22,28,48,23,37,13,40,1,4,6,0.5237,0,AiinI
0,0.072398,0.058824,0,0,0.0045249,0.090498,0,0.045249,0.063348,0,0,0.12217,0.12217,0.067873,0.067873,37,58,48,15,29,21,24,84,16,61,1,6,10,0.52516,0,AiinI
0.0051282,0.10256,0.05641,0,0.020513,0.10769,0.0051282,0,0.13333,0.015385,0,0,0.071795,0.087179,0.066667,0.10256,45,61,25,20,32,26,29,64,42,18,1,5,8,0.53434,0,AiinI
0,0.039773,0.096591,0.0625,0.011364,0.10795,0.051136,0,0.125,0,0,0,0.090909,0.090909,0.0625,0.073864,40,42,37,24,35,30,22,56,32,36,1,5,9,0.51655,0,AiinI
0.036364,0.084848,0.066667,0,0.036364,0.10909,0,0,0.10909,0,0,0,0.12121,0.066667,0.090909,0.084848,50,43,26,14,31,24,18,60,38,20,1,4,8,0.54281,0,AiinI
0.023077,0.12308,0.084615,0,0.076923,0.10769,0,0,0.15385,0,0,0,0.046154,0.092308,0.1,0.11538,39,42,24,15,30,24,20,46,32,6,1,5,8,0.53398,0,AiinI
0.0125,0.084375,0.00625,0,0.03125,0.040625,0,0,0.096875,0,0,0,0.059375,0.06875,0.090625,0.06875,64,62,31,22,33,23,31,92,39,19,1,4,8,0.53177,0,AiinI
0.10417,0.0052083,0,0,0.13021,0,0,0,0.0625,0.03125,0,0,0,0.041667,0.072917,0.10417,57,15,14,20,21,25,18,42,40,6,1,3,8,0.52151,0,AiinI
0.023669,0.076923,0.053254,0,0.08284,0.10059,0,0,0.08284,0.023669,0,0,0.12426,0.10059,0.076923,0.094675,53,51,22,16,26,31,18,67,37,25,1,5,9,0.52083,0,AiinI
0.16667,0,0,0,0.10119,0,0,0,0.077381,0.017857,0,0,0,0.089286,0.10119,0.083333,58,18,17,14,28,17,16,46,42,3,1,3,8,0.55509,0,AiinI
0.14394,0.022727,0,0,0.12121,0.030303,0,0,0.11364,0,0,0,0.090909,0.12121,0.12121,0.098485,62,23,16,13,22,20,15,57,36,12,1,5,9,0.55652,0,AiinI
0.032389,0.093117,0,0,0.0040486,0.08502,0.068826,0,0.12146,0,0,0,0.024291,0.064777,0.05668,0.089069,45,60,31,22,31,39,30,58,51,23,1,3,9,0.52508,0,AiinI
0,0.07037,0.040741,0,0.0037037,0.088889,0.051852,0,0.11852,0,0,0,0.048148,0.07037,0.081481,0.062963,46,62,47,17,30,39,32,71,41,27,1,5,8,0.53085,0,AiinI
0.081448,0.058824,0,0,0.040724,0.067873,0,0,0.11765,0.022624,0,0,0.058824,0.058824,0.076923,0.076923,66,46,17,17,31,24,31,60,50,18,1,4,9,0.53714,0,AiinI
0.037594,0.078947,0,0,0.086466,0.045113,0,0,0.11278,0,0,0,0.048872,0.071429,0.056391,0.071429,76,52,15,19,31,35,30,66,41,13,1,5,8,0.50879,0,AiinI
0,0.09375,0.0625,0,0.057292,0.098958,0.041667,0,0.125,0,0,0,0.057292,0.10417,0.10417,0.083333,46,57,40,16,30,38,24,67,35,19,1,5,8,0.52376,0,AiinI
0,0,0.13333,0.022222,0.033333,0.077778,0.072222,0.083333,0.12778,0,0,0,0.05,0.072222,0.088889,0.033333,38,27,53,25,28,48,23,44,20,26,1,5,6,0.51721,0,AiinI
0,0.14394,0.05303,0,0.045455,0.14394,0.05303,0,0.14394,0,0,0,0.098485,0.10606,0.10606,0.10606,38,52,28,14,26,32,19,55,33,20,1,5,6,0.55178,0,AiinI
0.055882,0.052941,0,0,0.070588,0.011765,0,0,0.088235,0,0,0,0.05,0.05,0.085294,0.097059,90,39,29,33,37,28,30,96,56,17,1,9,8,0.52066,0,AiinI
0.087719,0.05848,0.052632,0,0.040936,0.11696,0.023392,0,0.1345,0,0,0,0.11696,0.052632,0.052632,0.064327,65,39,22,11,34,31,23,49,46,24,1,4,9,0.52353,0,AiinI
0,0.057416,0.062201,0.033493,0,0.028708,0.11483,0.11005,0.076555,0.043062,0,0,0.095694,0.052632,0.052632,0.047847,36,38,48,40,32,53,25,52,16,60,1,3,9,0.51985,0,AiinI
0.028846,0.10577,0,0,0.019231,0.076923,0,0,0.13462,0,0,0,0.067308,0.067308,0.081731,0.0625,52,52,17,13,28,20,28,58,35,14,1,3,9,0.52251,0,AiinI
0,0.14835,0,0,0.038462,0.12637,0.010989,0,0.13736,0,0,0,0.076923,0.098901,0.076923,0.087912,46,68,16,16,27,32,25,62,39,16,1,4,8,0.54256,0,AiinI
0.098901,0.065934,0,0,0.027473,0.082418,0,0,0.14286,0,0,0,0.06044,0.1044,0.093407,0.082418,60,46,17,15,30,20,26,62,48,11,1,5,9,0.53153,0,AiinI
0.086538,0.057692,0,0,0,0.12981,0,0,0.13462,0.0048077,0,0,0.0625,0.0625,0.067308,0.076923,59,53,14,16,30,27,29,56,61,14,1,3,8,0.53671,0,AiinI
0.082126,0.016908,0,0,0.045894,0.016908,0,0,0.089372,0,0,0,0.048309,0.045894,0.05314,0.057971,110,33,22,24,41,26,37,85,65,20,1,5,9,0.51336,0,AiinI
0.094444,0,0,0,0.063889,0.052778,0,0,0.058333,0.0083333,0,0,0.047222,0.086111,0.055556,0.058333,95,53,20,21,34,42,24,89,74,20,1,4,7,0.53391,0,AiinI
0.024038,0.086538,0,0,0.019231,0.081731,0,0,0.086538,0.0048077,0,0,0.11538,0.0625,0.086538,0.067308,51,49,18,14,23,21,19,69,36,25,1,5,8,0.51386,0,AiinI
0.020455,0.065909,0,0,0.065909,0.011364,0,0,0.070455,0,0,0,0.034091,0.047727,0.045455,0.072727,84,55,20,32,38,34,31,88,46,15,1,5,9,0.52505,0,AiinI
0,0,0.1405,0.033058,0,0.099174,0.1157,0,0.16529,0.024793,0,0,0.066116,0.090909,0.090909,0.099174,28,26,42,16,21,26,23,42,24,29,1,4,6,0.532,0,AiinI
0.047337,0.059172,0,0,0.071006,0.088757,0,0,0.14793,0.0059172,0,0,0.094675,0.076923,0.11834,0.076923,61,39,20,13,18,27,26,62,36,17,1,5,8,0.53221,0,AiinI
0,0.098958,0,0,0.03125,0.11979,0.03125,0,0.125,0,0,0,0.057292,0.0625,0.083333,0.098958,41,54,22,19,19,35,24,58,42,17,1,6,8,0.51833,0,AiinI
0.068182,0.13636,0,0,0.11364,0,0,0,0.16667,0,0,0,0.075758,0.12121,0.098485,0.12121,56,34,13,16,27,15,22,55,25,10,1,7,8,0.53368,0,AiinI
0.16026,0.012821,0,0,0.11538,0,0,0,0.089744,0,0,0,0.064103,0.10897,0.10897,0.12179,67,19,17,19,27,18,14,63,44,10,1,7,9,0.53971,0,AiinI
0,0.066667,0.087179,0,0,0.11282,0.010256,0,0.082051,0.066667,0,0,0.15897,0.076923,0.076923,0.082051,47,63,34,16,30,24,29,77,38,46,1,5,8,0.55538,0,AiinI
0.028947,0.052632,0,0,0.039474,0.042105,0,0,0.086842,0,0,0,0.055263,0.057895,0.076316,0.068421,80,58,29,26,31,31,33,98,53,21,1,5,8,0.54205,0,AiinI
